
Table/View                      Schema          Type  Creation time
SD_RMRULE                       DEVMINER        T     2007-06-05-15.02.01.533338
SD_RMRULEBLK                    DEVMINER        T     2007-06-05-15.02.01.816020
SD_RMRULEBLKITEM                DEVMINER        T     2007-06-05-15.02.02.111030
SD_SNAPCNTLWAFER                DEVMINER        T     2007-05-30-18.57.26.852821
SD_SNAPEQP_LOT                  DEVMINER        T     2007-05-30-18.57.26.927901
SD_SNAPFOUP                     DEVMINER        T     2007-05-30-18.57.26.998139
SD_SNAPFOUP_UD                  DEVMINER        T     2007-05-30-18.57.27.070467
SD_SNAPLOT                      DEVMINER        T     2007-06-25-10.11.53.585181
SD_SNAPLOT_EQP                  DEVMINER        T     2007-05-30-18.57.27.299711
SD_SNAPLOT_FOUP                 DEVMINER        T     2007-05-30-18.57.27.370208
SD_SNAPLOT_HLDEQ                DEVMINER        T     2007-05-30-18.57.27.439803
SD_SNAPLOT_HOLDREC              DEVMINER        T     2007-05-30-18.57.27.583404
SD_SNAPLOT_UD                   DEVMINER        T     2007-05-30-18.57.27.652925
SD_SNAPLOTQTIME                 DEVMINER        T     2007-05-30-18.57.27.231897
SD_SNAPWAFER_UD                 DEVMINER        T     2007-05-30-18.57.27.720172
SD_SPCACTION                    DEVMINER        T     2007-06-05-15.02.02.302561
SD_SPCCD                        DEVMINER        T     2007-06-05-15.02.02.495003
SD_SPCCM                        DEVMINER        T     2007-06-05-15.02.02.829090
SD_SPCGM1                       DEVMINER        T     2007-06-05-15.02.03.023197
SD_SPCGM2                       DEVMINER        T     2007-06-05-15.02.03.221314
SD_TASKCHECKLISTACT             DEVMINER        T     2007-06-05-15.01.59.461534
SD_TASKCHKLSTACT                DEVMINER        T     2007-05-30-18.57.28.160302
SD_TASKCONACT                   DEVMINER        T     2007-05-30-18.57.28.232534
SD_TASKCONTENTACT               DEVMINER        T     2007-06-05-15.01.58.958856
SD_TASKPARTSACT                 DEVMINER        T     2007-05-30-18.57.28.312069
SD_TASKPARTSLISTACT             DEVMINER        T     2007-06-05-15.01.59.652895
SD_TASKVOLACT                   DEVMINER        T     2007-05-30-18.57.28.380441
SD_TASKVOLUMEACT                DEVMINER        T     2007-06-05-15.01.59.274633
TMP_CERTBASE                    DEVMINER        T     2007-05-30-18.57.10.967397
TMP_FABIOD                      DEVMINER        T     2007-06-08-15.53.32.971729
TMP_HOLDTIMEGROUP               DEVMINER        T     2007-06-23-10.02.36.245738
TMP_LOTPRIORITY                 DEVMINER        T     2007-06-01-16.12.45.591869
TMP_LOTSCT                      DEVMINER        T     2007-06-13-08.58.54.704033
TMP_OPEHT                       DEVMINER        T     2007-06-17-11.44.01.334138
TMP_OPESCT                      DEVMINER        T     2007-06-20-15.05.06.233479
TMP_OPEWIP                      DEVMINER        T     2007-05-31-17.28.10.491315
TMP_SAMPLE                      DEVMINER        T     2007-05-30-18.57.18.346044
TMP_STGWIP                      DEVMINER        T     2007-05-31-17.28.10.679008
TMP_USERCERT                    DEVMINER        T     2007-05-30-18.57.11.041704
TMP_USERCERTRATE                DEVMINER        T     2007-05-30-18.57.11.111580
UM_CHAMBPM                      DEVMINER        T     2007-05-30-18.57.11.178838
UM_CHAMBWGT                     DEVMINER        T     2007-05-30-18.57.11.249989
UM_COMBOEQ                      DEVMINER        T     2007-05-30-18.57.11.386167
UM_COMBOSTAT                    DEVMINER        T     2007-05-30-18.57.11.463872
UM_COMDIMENSION                 DEVMINER        T     2007-05-30-18.57.11.551898
UM_CPGRADESET                   DEVMINER        T     2007-05-30-18.57.11.625443
UM_DATAMAP                      DEVMINER        T     2007-05-30-18.57.11.692313
UM_DCITEMCALTYPE                DEVMINER        T     2007-05-30-18.57.11.774225
UM_EMISSDATA                    DEVMINER        T     2007-06-08-16.58.04.838397
UM_EQPDOWNCODE                  DEVMINER        T     2007-05-30-18.57.11.845291
UM_EQPGRPINFO                   DEVMINER        T     2007-05-30-18.57.11.914452
UM_EQPINFO                      DEVMINER        T     2007-05-30-18.57.11.998378
UM_EQPPARTSREP                  DEVMINER        T     2007-05-30-18.57.12.129625
UM_EQPREPAIR                    DEVMINER        T     2007-05-30-18.57.12.206354
UM_EQPRPVNDR                    DEVMINER        T     2007-05-30-18.57.12.280435
UM_EXPOSCOAT                    DEVMINER        T     2007-05-30-18.57.12.350065
UM_FABYIELD                     DEVMINER        T     2007-05-30-18.57.12.426203
UM_FOUPUSAGE                    DEVMINER        T     2007-05-30-18.57.12.499204
UM_KANBANMO                     DEVMINER        T     2007-05-30-18.57.12.573981
UM_KANBANSET                    DEVMINER        T     2007-05-30-18.57.12.642203
UM_KEYOPE                       DEVMINER        T     2007-05-30-18.57.12.718755
UM_LOTCLSTURNRATE               DEVMINER        T     2007-05-30-18.57.12.836641
UM_LOTHOLDHS                    DEVMINER        T     2007-05-30-18.57.12.908780
UM_LOTHOLDOWN                   DEVMINER        T     2007-05-30-18.57.12.985338
UM_LOTPRTYRULE                  DEVMINER        T     2007-05-30-18.57.13.055311
UM_LOTSTATUS                    DEVMINER        T     2007-05-30-18.57.13.129796
UM_MONTHTARGET                  DEVMINER        T     2007-05-30-18.57.13.201948
UM_NPWBOX                       DEVMINER        T     2007-05-30-18.57.13.286092
UM_NPWOPECATGRY                 DEVMINER        T     2007-05-30-18.57.13.354979
UM_NPWSRCPROD                   DEVMINER        T     2007-05-30-18.57.13.427699
UM_NPWTESTFREQ                  DEVMINER        T     2007-05-30-18.57.13.572210
UM_OPECATEGORY                  DEVMINER        T     2007-05-30-18.57.13.642170
UM_PRODLIST                     DEVMINER        T     2007-05-30-18.57.13.712047
UM_PRODMVLOSS                   DEVMINER        T     2007-05-30-18.57.13.776695
UM_QTIMPORT                     DEVMINER        T     2007-05-30-18.57.13.856434
UM_REPORTMASTER                 DEVMINER        T     2007-05-30-18.57.13.933949
UM_SCRAPCODEDESC                DEVMINER        T     2007-05-30-18.57.14.010410
UM_SCRAPQUOTA                   DEVMINER        T     2007-05-30-18.57.14.078463
UM_SPCCPKCALCSET                DEVMINER        T     2007-05-30-18.57.14.149573
UM_SPECLOTLST                   DEVMINER        T     2007-05-30-18.57.14.219289
UM_STDCYCLETIME                 DEVMINER        T     2007-05-30-18.57.14.299124
UM_STGDISPORD                   DEVMINER        T     2007-06-21-15.58.54.629173
UM_STGINFO                      DEVMINER        T     2007-06-21-15.58.54.767446
UM_STGTARGETMV                  DEVMINER        T     2007-05-30-18.57.14.515612
UM_TARGETIO                     DEVMINER        T     2007-05-30-18.57.14.643171
UM_TARGETMISC                   DEVMINER        T     2007-06-05-14.34.41.391890
UM_TCHAMBWGT                    DEVMINER        T     2007-05-30-18.57.14.788567
UM_TURNRATIO                    DEVMINER        T     2007-05-30-18.57.14.858109
WK_ACTBALSHT                    DEVMINER        T     2007-05-30-18.57.14.928129
WK_DMBRCTRL                     DEVMINER        T     2007-06-23-14.57.20.701293
WK_PRDSTGLST                    DEVMINER        T     2007-05-30-18.57.15.095394

  441 record(s) selected.

